CGPA,Internships,Projects,Certifications,Aptitude_Score,Technical_Skill,Coding_Skill,Communication_Skill,Soft_Skill,Backlogs,Extracurricular_Score,Leadership_Score,LinkedIn_GitHub_Activity,Placement_Training,Gender,Branch,Placed,Package_LPA
7.18,0,3,1,79.1,6.8,7.8,6.5,6.0,1,5.1,6.4,7.5,Yes,Female,CSE,1,11.58
6.23,1,0,2,59.0,7.8,5.9,8.6,7.6,0,4.4,6.2,5.7,Yes,Male,ECE,0,0.0
5.6,1,1,0,33.8,5.7,8.5,8.0,7.2,0,7.8,4.9,4.0,Yes,Male,CSM (AI/ML),0,0.0
7.94,1,1,1,34.0,7.2,8.5,4.4,6.7,0,4.3,5.4,5.2,Yes,Male,CSM (AI/ML),1,12.27
8.16,0,2,2,44.5,5.3,3.4,6.3,6.9,0,4.0,6.4,7.4,No,Male,CSM (AI/ML),0,0.0
6.82,0,3,0,63.6,6.7,8.8,5.9,5.7,1,7.6,6.9,5.8,Yes,Male,CSE,1,11.7
4.81,3,3,2,46.9,5.4,7.6,5.4,7.7,0,6.0,3.3,5.2,No,Male,CSE,1,10.79
6.85,0,1,2,78.5,7.5,5.5,9.6,6.9,3,9.7,6.6,7.9,No,Male,CSE,1,5.22
7.79,1,3,2,41.6,4.2,7.4,5.6,6.1,0,3.8,8.5,6.4,Yes,Male,CSE,1,9.02
5.92,1,2,0,50.9,4.6,4.8,5.7,6.4,0,4.5,6.9,2.4,Yes,Male,CSE,1,4.78
7.58,2,3,1,32.9,8.3,8.4,9.0,7.5,2,7.7,8.2,6.7,Yes,Female,EEE,1,12.87
7.38,1,3,1,54.9,2.3,6.0,7.9,7.6,0,2.9,0.0,7.4,No,Female,CSE,0,0.0
7.98,1,3,2,62.1,5.2,7.5,5.7,5.8,0,8.1,6.3,2.4,No,Male,CSE,0,0.0
7.52,2,3,1,79.2,6.0,4.6,7.5,5.0,0,3.1,5.6,0.0,Yes,Male,EEE,0,0.0
6.43,2,4,3,63.9,6.8,6.3,6.0,5.7,1,6.7,7.2,2.8,No,Male,CSE,0,0.0
8.6,1,0,1,73.9,5.4,7.5,6.1,5.7,0,1.8,2.6,5.0,Yes,Female,CIVIL,1,10.06
7.24,3,4,4,78.1,4.4,6.4,5.2,6.5,1,5.6,3.9,7.5,Yes,Female,ECE,0,0.0
7.37,2,3,0,68.3,8.2,6.9,2.8,8.0,0,2.8,6.9,3.2,Yes,Male,IT,1,13.28
6.47,1,1,0,47.7,7.9,4.4,4.3,5.6,0,9.4,2.8,6.5,No,Female,CSE,0,0.0
6.96,0,0,1,68.5,5.6,6.4,4.7,6.8,1,3.4,5.5,0.0,Yes,Male,CSE,0,0.0
6.52,2,3,1,85.8,3.3,4.4,7.0,6.0,0,3.8,5.0,5.6,Yes,Male,ECE,0,0.0
7.23,0,2,1,57.0,6.7,5.8,6.6,6.3,0,6.6,4.6,4.3,No,Female,CSM (AI/ML),0,0.0
9.11,0,2,5,70.9,6.5,4.9,8.0,6.7,1,4.3,6.2,10.0,No,Male,ECE,1,9.98
6.03,0,3,0,70.5,5.1,5.4,4.6,8.0,1,6.9,2.7,0.8,No,Female,ECE,0,0.0
5.79,1,2,0,56.1,3.1,2.5,9.1,6.6,0,4.1,3.4,5.2,Yes,Female,CSM (AI/ML),0,0.0
8.87,1,6,1,77.0,5.8,5.9,8.9,2.7,1,3.9,4.7,0.8,Yes,Female,CIVIL,1,11.44
7.19,1,3,0,55.8,7.4,5.6,6.5,6.0,0,5.4,2.5,3.9,No,Male,CSE,0,0.0
6.73,1,3,3,69.2,7.7,2.9,5.4,8.5,1,3.1,7.6,1.3,Yes,Male,ECE,1,6.78
8.44,1,2,2,58.2,6.1,6.4,5.4,7.9,1,6.3,3.3,10.0,No,Male,CSM (AI/ML),0,0.0
6.79,2,3,2,62.7,5.2,7.4,6.7,7.4,2,7.3,6.7,4.4,Yes,Male,EEE,1,8.45
9.23,2,4,1,76.9,7.4,6.4,9.2,8.0,0,6.6,3.2,4.7,No,Female,CSE,1,11.08
8.08,1,3,0,30.8,4.4,7.3,6.3,7.5,0,6.8,6.5,5.1,No,Female,ECE,0,0.0
6.91,2,2,2,71.9,4.0,4.8,4.0,7.9,1,1.7,1.6,2.6,No,Male,ECE,0,0.0
9.56,3,1,2,73.3,6.1,5.4,9.2,4.7,1,4.6,8.0,7.6,Yes,Female,IT,1,9.48
6.79,2,2,0,52.8,8.7,5.9,5.8,6.2,0,5.0,7.4,6.7,No,Female,MECH,1,11.29
8.14,2,2,0,61.5,8.7,6.1,8.6,6.5,0,8.4,3.8,7.3,Yes,Female,CSE,1,14.19
7.7,3,3,1,46.4,4.1,1.3,7.3,6.4,0,4.3,3.3,2.4,Yes,Female,ECE,0,0.0
8.7,1,3,3,49.2,5.5,4.1,6.2,5.5,1,0.9,6.0,7.8,Yes,Male,MECH,0,0.0
8.96,1,4,2,66.3,10.0,7.7,7.8,6.5,1,3.5,1.8,7.5,Yes,Male,ECE,1,18.24
7.43,2,1,4,100.0,5.1,4.3,5.3,3.9,0,4.2,5.1,4.7,Yes,Female,CSM (AI/ML),1,7.97
6.65,0,0,1,72.6,8.8,5.3,6.0,6.9,0,1.2,3.3,7.3,No,Female,CSM (AI/ML),1,7.96
7.86,0,2,3,48.4,7.8,5.7,5.6,5.4,2,7.4,4.5,5.8,Yes,Male,CSM (AI/ML),0,0.0
6.72,1,2,2,74.4,8.1,3.3,6.1,3.3,1,2.4,3.6,1.5,Yes,Male,CSE,0,0.0
9.41,0,2,0,71.3,5.5,8.8,7.2,6.3,0,6.4,3.3,4.8,No,Male,MECH,1,12.98
7.54,1,5,0,34.4,5.5,5.7,7.2,8.5,1,3.3,8.6,4.1,Yes,Male,ECE,0,0.0
7.03,0,0,2,56.9,4.7,4.2,4.1,3.6,1,8.5,6.6,5.4,Yes,Female,CSE,0,0.0
7.58,0,2,2,59.7,7.5,7.0,5.6,6.0,0,4.9,1.9,7.5,Yes,Male,EEE,1,11.01
6.05,1,1,2,63.9,3.6,5.2,5.9,4.0,0,4.5,3.2,1.4,Yes,Female,CSM (AI/ML),0,0.0
6.43,1,4,1,61.5,5.9,5.9,7.3,6.7,0,6.6,6.8,4.2,Yes,Female,CSE,1,9.26
8.6,2,1,3,64.4,8.8,8.5,4.3,7.5,1,3.5,7.0,3.3,Yes,Female,MECH,1,15.65
6.74,0,2,2,47.0,7.2,4.8,7.5,5.2,0,6.7,2.1,3.4,No,Male,MECH,0,0.0
6.35,2,1,1,56.8,7.8,8.0,4.7,5.7,1,4.5,6.5,3.3,No,Female,EEE,1,11.9
7.94,1,4,4,57.7,3.6,5.1,6.8,6.1,0,4.3,5.6,5.4,No,Female,MECH,0,0.0
8.59,1,1,2,80.6,4.6,5.9,8.1,8.0,1,5.3,0.9,6.4,Yes,Male,CSM (AI/ML),0,0.0
8.12,1,2,0,50.8,8.1,6.4,4.6,4.3,1,3.3,4.2,6.0,Yes,Male,CSE,0,0.0
8.4,0,4,1,58.1,6.4,5.1,6.8,5.7,0,5.1,4.7,5.6,Yes,Female,ECE,1,8.68
6.64,1,3,1,56.3,4.5,3.9,6.1,8.5,0,6.2,5.1,6.6,Yes,Female,CSE,1,6.24
5.98,1,6,2,87.4,7.2,6.7,4.9,5.3,0,0.9,2.2,10.0,No,Female,MECH,1,10.69
8.9,1,4,2,72.6,5.3,7.9,4.6,5.7,0,7.7,3.4,5.5,Yes,Female,CSM (AI/ML),0,0.0
7.08,1,0,1,47.1,10.0,7.0,5.3,6.6,0,7.1,3.7,7.5,No,Female,EEE,0,0.0
7.15,1,1,1,68.4,7.2,6.9,5.2,9.6,1,1.8,3.9,7.4,Yes,Male,ECE,1,9.1
8.73,0,1,1,45.8,4.7,4.9,6.1,4.7,1,1.5,3.9,9.3,Yes,Male,MECH,1,7.8
7.96,1,2,1,66.2,7.6,7.1,5.8,7.4,1,7.2,4.7,6.5,Yes,Male,MECH,0,0.0
7.86,0,0,0,83.9,8.8,6.5,7.0,4.6,0,7.0,5.7,3.3,Yes,Male,CSE,1,10.3
9.57,3,4,2,30.7,6.2,7.4,7.6,4.9,0,6.7,8.7,5.9,No,Male,CSM (AI/ML),1,13.41
6.76,1,4,3,45.9,5.0,6.0,4.1,5.6,1,2.6,6.8,5.8,No,Male,CIVIL,1,9.11
8.33,3,2,2,64.5,6.3,6.9,6.0,7.0,0,9.2,7.8,7.1,Yes,Female,CSM (AI/ML),1,12.39
7.46,1,6,0,55.7,5.2,4.9,5.0,5.5,0,4.0,4.0,3.2,Yes,Male,ECE,1,7.27
7.67,0,2,3,65.4,5.8,7.1,4.8,6.5,0,6.0,2.9,8.1,Yes,Female,CSE,1,7.46
8.93,0,3,2,60.7,4.0,3.4,4.0,5.3,1,6.0,6.7,5.2,Yes,Female,ECE,1,6.26
7.91,3,2,0,35.1,7.6,5.2,3.9,6.4,0,8.7,5.0,7.1,Yes,Female,CSE,1,9.42
7.94,0,5,2,72.0,4.4,4.5,5.6,4.5,0,5.8,6.5,5.9,No,Female,MECH,1,6.94
8.47,0,2,0,40.6,7.2,10.0,7.0,4.5,0,6.3,3.1,5.5,No,Male,CSE,1,14.93
7.04,0,6,2,65.3,5.7,7.0,7.0,5.6,1,5.3,6.4,5.7,Yes,Female,CSM (AI/ML),1,11.76
6.56,1,1,1,54.7,6.6,3.7,4.8,7.2,0,3.1,4.6,6.7,Yes,Male,CSE,1,4.81
6.36,1,2,2,100.0,5.4,3.2,4.7,6.6,0,0.9,4.0,9.7,No,Female,ECE,1,3.26
5.43,0,3,2,60.1,6.5,2.5,6.8,5.2,0,5.6,4.2,0.6,Yes,Female,IT,0,0.0
9.46,0,1,3,67.6,6.9,3.6,5.8,4.7,1,2.7,6.0,6.4,Yes,Male,CSE,0,0.0
6.3,2,1,1,70.9,5.6,4.2,7.7,7.7,1,6.2,6.6,5.3,Yes,Female,CSE,0,0.0
7.18,2,3,1,67.4,3.4,3.9,4.7,8.2,1,5.8,4.2,4.8,Yes,Female,CSM (AI/ML),0,0.0
7.12,0,2,3,61.6,6.7,4.9,3.6,7.0,1,5.7,5.7,0.0,Yes,Female,MECH,1,6.42
7.71,2,1,2,46.2,6.8,7.4,7.3,6.8,1,3.4,5.7,6.5,Yes,Male,IT,1,11.07
8.22,1,6,2,60.2,3.9,5.4,3.6,3.3,0,7.6,6.6,4.9,Yes,Female,CSE,1,9.04
8.26,3,2,0,32.1,4.6,7.2,4.2,7.1,0,6.4,7.1,3.3,No,Male,MECH,0,0.0
6.82,0,3,3,69.8,5.6,3.8,5.4,8.5,1,3.1,8.8,5.3,Yes,Male,CSM (AI/ML),1,3.48
7.23,0,3,1,100.0,2.5,5.1,6.0,7.8,1,9.6,4.0,4.5,Yes,Female,CSE,0,0.0
7.68,0,0,2,64.8,7.3,4.0,7.3,7.7,0,5.1,8.1,1.2,No,Female,CSE,0,0.0
7.15,0,0,0,67.4,5.4,6.6,4.9,4.0,0,2.8,5.2,5.4,No,Male,IT,0,0.0
9.01,2,1,2,37.2,6.7,5.5,8.4,5.3,0,4.0,2.7,6.5,Yes,Male,MECH,0,0.0
7.89,1,0,1,48.9,4.5,9.2,4.1,6.1,0,2.5,3.6,3.9,No,Female,CSM (AI/ML),0,0.0
8.13,0,1,3,76.3,9.4,4.5,5.8,5.3,0,8.2,6.0,5.8,Yes,Male,IT,1,10.18
8.06,0,2,2,38.8,3.9,3.8,7.6,4.7,2,7.7,6.5,5.4,No,Male,CSE,0,0.0
8.57,1,2,2,50.4,5.4,6.4,7.7,6.9,0,7.0,2.9,7.6,No,Male,CSM (AI/ML),0,0.0
7.58,1,3,1,71.1,8.1,5.5,2.0,7.7,1,6.6,3.4,5.0,No,Female,EEE,0,0.0
6.1,1,1,3,74.9,4.4,6.8,10.0,4.3,1,8.0,3.9,7.0,No,Female,IT,0,0.0
7.8,0,3,1,60.3,6.3,5.7,5.9,7.8,1,5.0,3.2,4.5,No,Female,ECE,0,0.0
6.75,0,1,2,64.0,7.2,5.5,6.8,6.6,1,6.3,1.1,9.7,Yes,Male,MECH,0,0.0
6.87,1,4,2,63.9,3.8,4.5,5.9,8.6,0,3.9,0.3,4.2,Yes,Female,CIVIL,0,0.0
7.99,2,0,2,42.3,5.1,5.3,9.6,7.4,0,5.2,4.2,3.6,No,Female,CSE,1,7.18
8.64,1,0,1,60.8,6.5,2.9,8.3,6.5,1,6.4,5.5,5.0,No,Male,CSM (AI/ML),0,0.0
7.42,0,1,1,65.9,6.9,8.1,9.6,6.5,1,0.0,6.4,3.5,Yes,Male,CSE,1,10.1
7.71,0,0,1,60.6,4.9,8.2,7.1,6.3,0,4.3,2.1,2.3,No,Female,MECH,0,0.0
9.1,1,1,3,31.2,9.1,7.6,7.8,8.8,0,5.8,2.2,6.9,Yes,Male,ECE,1,14.91
7.64,0,2,1,86.6,7.0,4.9,4.8,7.2,1,5.3,3.9,0.0,No,Female,CSE,0,0.0
10.0,1,2,2,44.5,7.4,4.6,6.0,5.8,3,4.6,5.0,3.5,No,Male,CSM (AI/ML),0,0.0
7.97,2,1,1,63.2,7.3,6.7,7.8,7.1,0,6.7,7.1,2.1,Yes,Female,ECE,1,10.4
5.64,0,1,2,67.1,3.7,4.0,6.9,7.0,0,4.1,6.5,5.5,No,Male,EEE,1,2.5
8.15,0,3,3,54.7,6.0,8.0,6.6,5.7,0,3.1,4.2,0.2,Yes,Male,MECH,0,0.0
7.78,3,2,1,65.9,6.2,1.3,5.2,5.2,1,7.9,5.8,6.5,No,Female,CSE,0,0.0
8.69,1,3,3,49.6,5.8,4.9,8.1,8.0,0,7.6,3.2,6.7,No,Female,ECE,1,7.2
8.07,0,1,1,96.4,6.5,3.8,8.1,5.9,1,4.3,5.2,1.4,Yes,Male,CSE,0,0.0
7.26,1,0,2,57.8,2.8,8.2,8.0,5.9,1,5.4,4.9,5.6,Yes,Male,MECH,1,5.88
6.18,0,1,0,76.4,6.4,7.8,6.8,7.1,3,7.2,7.9,6.4,Yes,Female,EEE,0,0.0
7.19,1,3,3,44.5,5.7,6.9,6.4,5.6,0,5.6,6.0,7.4,Yes,Female,MECH,1,10.07
6.55,2,4,2,73.5,2.8,9.4,8.1,6.6,2,6.6,3.4,1.8,Yes,Male,CSE,1,7.7
6.82,1,5,3,50.5,6.9,5.8,7.8,5.8,0,6.5,3.4,1.5,Yes,Male,ECE,1,10.86
7.99,1,1,0,39.7,4.3,7.0,5.1,2.7,0,4.9,4.3,8.7,Yes,Male,CIVIL,0,0.0
9.07,0,5,0,45.0,5.6,2.8,6.9,6.8,1,6.5,1.7,3.3,Yes,Female,EEE,1,5.95
7.79,1,3,0,48.4,5.8,5.2,7.4,6.7,1,3.6,4.5,4.0,No,Female,CIVIL,0,0.0
6.2,1,1,2,63.8,3.2,6.0,5.4,6.8,0,6.3,4.7,6.7,Yes,Male,CSE,1,3.79
7.84,2,1,3,100.0,3.4,4.1,7.8,3.4,0,5.4,6.0,2.5,No,Male,CSM (AI/ML),1,3.82
8.6,1,2,1,100.0,7.1,6.3,7.5,4.4,1,4.8,6.3,4.6,Yes,Male,CSM (AI/ML),0,0.0
6.79,0,4,0,56.9,5.2,2.1,5.8,7.9,0,3.0,5.2,7.3,No,Female,ECE,0,0.0
7.27,2,2,0,77.4,5.6,6.8,4.4,6.4,3,5.8,1.6,1.9,No,Female,CSE,1,7.57
7.41,1,2,1,41.9,6.3,5.0,7.3,3.6,3,5.6,2.4,4.0,Yes,Male,CSM (AI/ML),0,0.0
6.62,1,1,1,28.3,3.4,4.3,9.3,6.4,0,3.8,3.7,2.6,Yes,Male,EEE,0,0.0
8.05,2,2,1,62.5,5.5,7.2,6.8,4.1,0,2.3,6.4,3.4,No,Female,EEE,1,11.76
7.28,2,5,0,70.7,6.0,8.6,7.4,5.5,2,2.2,6.3,7.9,Yes,Male,CSE,1,12.02
7.82,0,1,5,74.5,9.0,7.5,4.7,6.7,0,5.0,4.5,8.4,Yes,Female,IT,1,15.76
6.51,1,2,2,79.3,4.7,4.3,6.3,6.7,3,6.1,10.0,5.8,Yes,Female,ECE,0,0.0
6.96,3,2,1,56.7,7.5,7.1,6.2,7.7,0,9.2,8.3,6.4,Yes,Male,ECE,1,14.73
8.12,1,3,2,63.2,6.2,5.3,5.1,7.0,0,5.4,7.6,6.4,No,Female,IT,1,9.99
7.03,2,1,1,75.1,4.4,7.9,7.1,7.0,2,2.2,6.5,3.7,No,Female,CSE,1,6.12
9.13,1,1,1,81.1,5.2,6.2,7.0,5.8,0,5.1,6.0,5.7,Yes,Female,ECE,1,7.91
7.0,2,0,2,47.5,7.6,3.0,6.0,5.1,0,8.0,5.8,2.2,Yes,Male,MECH,1,6.99
7.62,1,1,0,65.4,7.4,5.3,6.4,6.4,0,4.1,1.2,3.0,Yes,Female,CSM (AI/ML),1,6.68
8.33,1,2,1,72.4,5.4,4.2,9.5,7.7,1,7.7,2.8,5.0,No,Male,MECH,0,0.0
5.98,1,4,0,64.4,6.7,4.3,5.5,7.5,2,5.9,4.5,2.8,No,Male,CIVIL,0,0.0
5.64,3,4,0,52.0,4.5,5.2,4.7,6.0,0,6.8,5.3,2.3,Yes,Female,CSE,1,9.1
5.87,0,2,2,62.0,5.9,6.3,4.7,6.2,1,9.2,4.7,3.6,No,Male,CSE,0,0.0
8.66,1,3,1,70.5,5.5,7.5,6.8,5.0,1,1.8,5.6,7.8,No,Female,CSM (AI/ML),1,10.32
6.85,4,2,2,49.8,7.7,4.8,2.6,7.9,0,7.3,0.6,8.8,Yes,Male,CSM (AI/ML),0,0.0
9.96,0,2,3,42.8,6.9,8.1,5.6,8.6,0,5.3,6.1,5.1,No,Male,CSE,1,15.02
6.84,1,3,2,95.0,5.1,2.6,4.9,6.9,0,3.6,5.1,6.5,Yes,Male,CSE,0,0.0
7.58,1,2,2,65.0,5.3,4.2,6.3,4.0,0,5.3,4.6,3.9,Yes,Female,CIVIL,0,0.0
8.94,1,1,0,77.0,6.2,9.7,6.3,7.2,1,8.9,6.9,0.4,Yes,Female,ECE,1,12.71
9.41,1,1,3,65.4,5.9,3.6,6.9,8.6,2,8.2,2.8,3.1,Yes,Female,CSE,0,0.0
9.46,1,3,0,78.8,5.8,8.2,7.3,4.7,0,1.5,4.5,4.5,No,Female,IT,1,12.58
8.61,0,2,1,63.3,5.6,5.8,8.1,7.5,1,4.0,5.6,5.5,No,Male,MECH,1,6.83
8.42,3,6,1,71.4,8.4,5.7,5.9,6.0,1,7.4,3.2,5.0,Yes,Male,CSM (AI/ML),1,12.58
7.99,0,2,0,44.2,5.5,7.6,5.4,8.0,2,5.5,0.8,4.6,Yes,Male,MECH,1,9.55
8.18,2,2,1,33.8,6.7,7.3,7.7,4.7,0,5.5,2.6,3.9,Yes,Male,ECE,1,12.81
6.85,2,1,2,54.4,10.0,8.3,3.9,5.7,1,2.4,4.9,6.0,Yes,Female,EEE,1,13.37
6.58,2,4,0,39.2,4.8,5.3,7.5,4.1,1,4.0,4.5,2.1,No,Male,CSM (AI/ML),0,0.0
7.4,2,2,1,28.1,6.5,6.1,6.6,6.8,0,2.8,5.0,7.0,Yes,Female,CSE,1,10.21
7.23,0,2,4,66.8,6.6,5.3,7.1,7.1,2,2.2,3.6,3.9,Yes,Male,CSE,0,0.0
6.95,1,2,3,33.7,6.2,3.7,6.9,6.8,1,3.0,2.2,10.0,Yes,Female,CSE,0,0.0
8.1,2,5,2,77.2,6.3,6.1,6.6,5.6,1,3.6,5.3,4.5,Yes,Male,ECE,1,11.46
8.36,1,3,2,85.1,4.8,5.5,6.7,5.7,2,4.0,4.7,4.1,No,Male,CSM (AI/ML),1,9.3
7.49,1,3,4,38.9,6.8,2.2,4.7,5.8,0,3.8,6.3,3.9,Yes,Female,CSE,0,0.0
8.88,1,2,2,66.6,3.3,7.9,5.4,7.5,0,7.5,3.4,4.1,No,Male,CIVIL,0,0.0
6.26,1,4,2,91.7,9.1,6.1,9.1,4.3,2,3.7,0.8,6.6,No,Female,EEE,0,0.0
7.21,2,0,1,54.4,8.9,4.5,7.4,5.8,3,8.4,0.0,5.1,Yes,Male,CSM (AI/ML),0,0.0
6.68,0,1,2,71.8,5.7,6.4,8.0,4.2,0,4.5,4.2,7.5,No,Female,IT,0,0.0
5.53,3,3,1,100.0,7.9,4.8,5.9,5.7,1,6.4,5.3,6.3,Yes,Female,IT,0,0.0
7.32,0,2,3,35.2,5.7,6.2,6.5,6.3,1,6.4,4.5,5.3,No,Female,CSE,0,0.0
7.28,1,2,4,45.7,6.2,8.4,7.2,9.2,0,3.7,3.8,6.1,Yes,Male,ECE,1,10.48
8.91,1,4,2,71.0,5.1,6.6,8.2,5.4,0,4.8,1.7,8.0,Yes,Female,MECH,1,12.49
8.03,0,0,2,96.8,7.5,4.9,6.2,7.7,1,4.5,1.0,6.7,Yes,Male,CSE,0,0.0
6.38,0,5,0,50.6,5.3,3.8,7.1,3.9,1,6.2,5.8,5.8,Yes,Male,CSE,0,0.0
9.25,2,1,0,100.0,7.5,4.4,7.5,6.4,0,5.2,4.5,6.2,No,Male,CSE,1,8.71
8.62,0,2,0,64.1,6.1,7.3,7.8,6.4,0,4.0,4.2,2.5,Yes,Female,CSE,1,12.09
7.98,0,2,3,30.5,6.2,5.7,6.1,7.3,0,5.7,1.8,10.0,No,Female,IT,0,0.0
7.17,2,2,2,87.4,3.8,6.9,8.3,5.5,0,6.2,3.0,6.4,No,Male,MECH,1,7.82
6.44,0,0,2,54.6,6.3,5.3,4.3,5.2,0,9.2,5.1,6.6,Yes,Female,CSE,0,0.0
7.03,1,1,0,69.2,4.4,4.0,4.7,3.4,0,5.6,5.6,5.1,No,Male,MECH,0,0.0
8.49,0,1,4,35.5,6.3,6.9,7.1,6.8,0,5.5,4.7,0.0,Yes,Female,CSE,1,8.81
9.28,1,1,3,49.9,9.3,4.3,7.1,5.4,0,6.4,7.9,4.6,No,Male,CSM (AI/ML),0,0.0
8.94,0,1,1,38.1,4.0,5.0,6.0,7.7,1,3.6,3.8,5.4,No,Male,CSM (AI/ML),0,0.0
6.91,3,0,2,36.4,6.0,3.5,5.7,7.0,0,2.0,7.7,3.3,No,Male,CSE,1,4.93
6.28,0,4,2,63.6,5.2,4.0,5.8,8.0,0,4.9,5.5,3.3,Yes,Female,CSM (AI/ML),0,0.0
7.54,0,3,3,71.1,4.5,7.5,5.1,5.1,1,7.6,5.2,4.4,No,Male,MECH,0,0.0
5.63,3,2,0,53.3,4.9,7.8,6.3,6.6,2,8.0,7.0,7.0,Yes,Male,CSE,1,9.05
7.72,1,0,0,39.0,8.6,7.9,4.1,6.6,0,1.7,3.7,8.1,Yes,Female,MECH,0,0.0
7.25,3,2,1,41.6,9.0,7.9,8.1,5.6,0,6.8,4.3,5.6,Yes,Male,CSE,1,14.59
6.93,2,0,5,67.9,4.5,5.1,7.0,8.0,0,1.1,2.4,3.9,Yes,Male,ECE,0,0.0
5.81,0,6,2,63.8,6.8,7.1,8.3,7.4,0,6.4,7.0,4.4,Yes,Female,CIVIL,1,11.38
7.91,1,4,0,68.2,4.7,7.8,6.6,9.1,0,6.3,5.7,5.4,No,Female,CSE,1,10.99
6.87,1,1,2,86.9,5.1,4.1,6.3,7.3,1,2.1,7.3,5.7,No,Female,EEE,0,0.0
6.23,1,3,3,71.2,2.9,6.2,6.6,8.9,0,7.5,5.4,6.2,No,Male,ECE,0,0.0
4.53,0,4,0,68.5,9.6,5.6,5.4,8.9,1,9.0,7.3,4.2,No,Male,CSM (AI/ML),0,0.0
7.37,2,4,2,99.9,8.0,2.2,4.5,5.6,0,5.4,3.4,6.4,No,Female,CSE,1,8.64
9.17,1,4,2,57.6,5.2,6.4,4.9,4.2,1,5.8,7.1,6.2,Yes,Male,EEE,0,0.0
9.06,1,3,2,100.0,6.7,4.4,5.8,8.7,1,8.5,4.2,4.3,Yes,Male,CSM (AI/ML),1,8.07
6.94,0,2,0,84.8,5.6,7.8,5.1,7.3,0,3.2,5.0,1.2,No,Male,CSM (AI/ML),0,0.0
6.8,4,2,6,57.2,7.7,4.4,8.4,7.0,1,3.3,6.5,3.2,Yes,Female,EEE,1,12.54
7.87,1,2,2,74.9,5.7,6.4,5.3,5.7,0,3.8,9.9,8.8,Yes,Male,IT,1,11.24
6.4,0,5,1,58.6,5.9,6.0,7.0,6.9,0,5.6,6.7,1.3,Yes,Female,CSM (AI/ML),0,0.0
7.7,1,1,1,39.0,5.1,2.5,7.3,7.7,2,5.6,6.9,8.2,Yes,Male,MECH,0,0.0
8.17,2,2,0,61.9,7.2,5.2,8.3,7.2,1,4.4,3.9,1.2,No,Female,IT,0,0.0
8.63,1,1,0,38.5,9.7,6.5,7.4,5.4,1,4.9,5.3,3.4,Yes,Male,CSE,0,0.0
7.3,1,0,0,65.7,5.7,7.7,6.1,8.5,1,4.4,4.8,4.3,Yes,Male,ECE,1,8.95
7.2,2,4,1,74.8,5.7,5.8,9.0,6.5,1,4.5,8.0,9.3,No,Female,CSE,1,8.98
6.52,1,1,1,58.5,6.2,7.5,4.5,7.3,0,4.0,4.7,5.3,No,Female,MECH,1,9.51
6.57,2,4,3,65.7,6.6,6.8,5.0,7.5,2,4.0,7.8,4.7,Yes,Male,CSM (AI/ML),1,11.26
7.17,1,2,0,65.4,5.7,6.9,6.7,9.3,1,1.5,2.3,3.0,Yes,Male,CSM (AI/ML),1,8.87
7.77,1,2,2,75.5,5.6,7.0,6.5,6.9,0,5.1,7.9,6.4,No,Female,EEE,1,10.26
8.31,1,2,1,63.4,6.3,5.3,7.6,6.2,0,1.6,3.2,4.0,Yes,Male,MECH,0,0.0
6.6,0,2,0,57.0,3.4,3.9,6.6,9.0,0,7.0,6.8,4.7,Yes,Female,CSM (AI/ML),0,0.0
8.89,2,2,2,74.8,5.3,8.8,7.0,7.9,1,4.4,3.2,4.4,Yes,Female,EEE,1,12.22
7.13,1,2,4,64.5,3.0,7.3,7.9,6.7,0,5.3,6.3,6.9,No,Female,IT,0,0.0
7.38,1,3,2,27.8,5.4,5.7,6.6,6.6,1,4.8,3.0,7.0,No,Male,CIVIL,0,0.0
6.65,1,3,2,56.4,4.7,7.0,7.4,3.6,2,5.0,7.2,3.2,Yes,Male,EEE,1,8.01
4.98,4,3,1,53.7,7.2,6.6,5.3,6.2,0,8.0,6.8,3.8,No,Male,IT,0,0.0
8.28,0,2,1,64.4,5.0,4.2,5.4,4.3,1,2.8,3.7,3.5,No,Male,CIVIL,0,0.0
8.14,0,2,1,62.6,5.6,5.2,7.7,2.6,0,2.3,6.2,5.6,No,Male,MECH,0,0.0
7.12,1,4,1,30.8,2.8,8.3,6.6,5.5,1,5.7,7.0,7.3,No,Male,CIVIL,0,0.0
7.47,2,3,2,38.1,7.8,5.8,6.7,4.4,0,4.5,3.1,5.7,No,Male,MECH,0,0.0
7.92,4,2,2,46.8,4.5,6.5,5.4,5.8,1,6.2,2.8,0.2,Yes,Male,ECE,0,0.0
5.84,2,3,2,63.0,5.4,8.2,5.8,6.7,0,6.9,2.8,6.9,Yes,Male,ECE,1,8.56
6.87,0,1,4,79.2,7.4,5.8,6.8,7.0,0,3.3,2.5,2.1,No,Female,CSE,1,9.85
8.19,0,3,1,36.3,7.5,4.0,5.9,6.1,0,6.7,2.7,3.6,No,Female,CSE,0,0.0
6.15,1,2,3,51.2,4.4,6.0,5.1,4.5,1,3.5,6.9,5.7,No,Female,MECH,0,0.0
7.69,0,3,4,61.2,7.0,4.7,5.1,6.1,0,5.6,6.2,5.0,Yes,Male,ECE,1,9.9
6.04,1,2,2,47.1,4.4,3.2,5.4,4.8,0,3.0,1.4,7.2,No,Female,MECH,0,0.0
7.87,1,1,1,63.4,6.6,7.3,5.9,8.3,0,5.8,3.9,3.8,No,Female,IT,1,9.04
